Tracking No.,Date,Site,Rep,Unfiltered_TN_ugL,Filtered_NOx_ugL,Filtered_NHx_ugL,Unfiltered_TP_ ugL,Filtered_OP_ugL,TSS_mgL,fecal_coliform_colonies_per100mL
DF20200914SW,9/14/20,WT4,2,2002,1010,74,34,21,0,0
DF20200914SW,9/14/20,WT4,3,1863,986,69,36,23,0,0
DF20200914SW,9/14/20,WT5,1,1418,539,95,57,13,0,0
DF20200914SW,9/14/20,WT5,2,1335,523,53,65,16,5,0
DF20200914SW,9/14/20,WT5,3,1312,525,52,64,10,0,0
DG20201001SW,10/1/20,DP,1,910,222,13,121,13,14,30
DG20201001SW,10/1/20,DP,2,827,267,4,85,15,22,50
DG20201001SW,10/1/20,DP,3,830,256,3,83,14,23,40
DG20201001SW,10/1/20,SP,1,780,285,25,77,17,14,70
DG20201001SW,10/1/20,SP,2,748,268,29,82,17,29,40
DG20201001SW,10/1/20,SP,3,852,310,13,76,17,23,15
DG20201001SW,10/1/20,UP,1,972,284,9,86,28,23,100
DG20201001SW,10/1/20,UP,2,1032,269,0,111,29,26,75
DG20201001SW,10/1/20,UP,3,917,285,0,98,29,21,65
DF20201022SW,10/22/20,AN0,1,385,95,0,11,3,4,0
DF20201022SW,10/22/20,AN0,2,438,97,0,9,2,9,0
DF20201022SW,10/22/20,AN0,3,495,96,0,8,2,14,20
DF20201022SW,10/22/20,AN2,1,483,20,0,17,3,8,0
DF20201022SW,10/22/20,AN2,2,442,19,0,29,2,0,0
DF20201022SW,10/22/20,AN2,3,503,22,0,15,2,18,0
DF20201022SW,10/22/20,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20201022SW,10/22/20,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20201022SW,10/22/20,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20201022SW,10/22/20,AN4,1,498,5,0,14,5,7,0
DF20201022SW,10/22/20,AN4,2,402,11,0,15,3,16,0
DF20201022SW,10/22/20,AN4,3,434,15,0,15,2,16,0
DF20201022SW,10/22/20,AN5,1,617,0,38,20,3,27,0
DF20201022SW,10/22/20,AN5,2,699,13,0,21,5,18,0
DF20201022SW,10/22/20,AN5,3,540,0,0,21,3,37,0
DF20201022SW,10/22/20,CP1,1,1110,738,24,38,61,0,0
DF20201022SW,10/22/20,CP1,2,1093,744,22,36,66,0,10
DF20201022SW,10/22/20,CP1,3,1083,743,25,36,64,0,25
DF20201022SW,10/22/20,CP2,1,379,95,0,5,5,0,0
DF20201022SW,10/22/20,CP2,2,272,93,0,4,5,0,0
DF20201022SW,10/22/20,CP2,3,267,91,0,4,5,0,0
DF20201022SW,10/22/20,CP3,1,417,138,2,10,9,0,0
DF20201022SW,10/22/20,CP3,2,392,145,4,10,11,13,0
DF20201022SW,10/22/20,CP3,3,422,148,9,10,10,14,0
DF20201022SW,10/22/20,P3D,1,3608,1004,0,24,32,0,20
DF20201022SW,10/22/20,P3D,2,3380,1007,0,47,31,0,10
DF20201022SW,10/22/20,P3D,3,3666,1028,3,23,32,0,10
DF20201022SW,10/22/20,P51,1,302,17,0,22,4,0,0
DF20201022SW,10/22/20,P51,2,286,36,2,20,7,0,5
DF20201022SW,10/22/20,P51,3,324,12,4,20,6,13,0
DF20201022SW,10/22/20,P53,1,427,6,0,29,7,19,0
DF20201022SW,10/22/20,P53,2,498,7,0,31,8,15,5
DF20201022SW,10/22/20,P53,3,492,10,0,30,7,28,0
DF20201022SW,10/22/20,WT1,1,524,185,25,12,2,0,0
DF20201022SW,10/22/20,WT1,2,539,195,29,13,3,12,0
DF20201022SW,10/22/20,WT1,3,485,196,38,12,3,15,0
DF20201022SW,10/22/20,WT3,1,528,24,10,16,3,8,0
DF20201022SW,10/22/20,WT3,2,717,16,5,17,3,8,0
DF20201022SW,10/22/20,WT3,3,537,11,0,17,2,0,0
DF20201022SW,10/22/20,WT4,1,866,404,22,12,2,0,0
DF20201022SW,10/22/20,WT4,2,955,430,23,12,2,8,0
DF20201022SW,10/22/20,WT4,3,834,426,21,13,2,14,0
DF20201022SW,10/22/20,WT5,1,790,299,87,20,7,0,20
DF20201022SW,10/22/20,WT5,2,933,322,78,20,9,15,35
DF20201022SW,10/22/20,WT5,3,908,324,84,22,7,0,20
DG20201027SW,10/27/20,DP,1,703,167,3,61,6,62,40
DG20201027SW,10/27/20,DP,2,459,177,23,61,6,21,20
DG20201027SW,10/27/20,DP,3,354,168,0,140,7,30,40
DG20201027SW,10/27/20,SP,1,624,226,32,49,13,11,15
DG20201027SW,10/27/20,SP,2,381,288,24,85,15,7,40
DG20201027SW,10/27/20,SP,3,343,255,38,57,13,12,60
DG20201027SW,10/27/20,UP,1,858,422,129,47,10,8,20
DG20201027SW,10/27/20,UP,2,659,425,119,48,10,10,20
DG20201027SW,10/27/20,UP,3,681,445,120,50,11,6,25
DF20201117SW,11/17/20,AN0,1,827,32,15,63,3,2,10
DF20201117SW,11/17/20,AN0,2,716,95,25,47,3,0,0
DF20201117SW,11/17/20,AN0,3,674,104,23,50,3,5,0
DF20201117SW,11/17/20,AN2,1,783,0,11,55,3,7,10
DF20201117SW,11/17/20,AN2,2,695,26,19,48,5,0,70
DF20201117SW,11/17/20,AN2,3,741,9,16,68,3,8,70
DF20201117SW,11/17/20,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20201117SW,11/17/20,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20201117SW,11/17/20,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20201117SW,11/17/20,AN4,1,684,6,5,51,6,3,0
DF20201117SW,11/17/20,AN4,2,702,0,10,62,9,1,0
DF20201117SW,11/17/20,AN4,3,715,68,21,42,11,5,0
DF20201117SW,11/17/20,AN5,1,626,84,28,50,3,1,55
DF20201117SW,11/17/20,AN5,2,611,19,13,53,3,2,10
DF20201117SW,11/17/20,AN5,3,630,14,13,48,8,9,5
DF20201117SW,11/17/20,CP1,1,1909,676,57,111,94,0,0
DF20201117SW,11/17/20,CP1,2,2562,324,36,124,103,0,0
DF20201117SW,11/17/20,CP1,3,2307,407,43,122,100,0,0
DF20201117SW,11/17/20,CP2,1,363,2,5,24,5,0,20
DF20201117SW,11/17/20,CP2,2,288,0,6,10,4,0,25
DF20201117SW,11/17/20,CP2,3,288,17,8,8,6,0,15
DF20201117SW,11/17/20,CP3,1,1102,165,87,67,35,0,35
DF20201117SW,11/17/20,CP3,2,1245,189,82,68,33,0,30
DF20201117SW,11/17/20,CP3,3,1238,126,63,62,33,0,25
DF20201117SW,11/17/20,P3D,1,4726,769,4,44,28,0,50
DF20201117SW,11/17/20,P3D,2,6135,1285,5,49,27,0,60
DF20201117SW,11/17/20,P3D,3,4852,1268,3,43,27,0,40
DF20201117SW,11/17/20,P51,1,593,0,0,55,9,0,75
DF20201117SW,11/17/20,P51,2,621,0,2,56,10,0,65
DF20201117SW,11/17/20,P51,3,614,0,14,61,11,4,60
DF20201117SW,11/17/20,P53,1,842,0,117,166,43,5,20
DF20201117SW,11/17/20,P53,2,831,0,122,172,44,5,10
DF20201117SW,11/17/20,P53,3,829,0,73,161,42,5,15
DF20201117SW,11/17/20,WT1,1,800,187,26,61,2,1,10
DF20201117SW,11/17/20,WT1,2,816,120,21,45,2,1,15
DF20201117SW,11/17/20,WT1,3,1028,160,26,30,3,1,50
DF20201117SW,11/17/20,WT3,1,611,0,8,65,3,6,20
DF20201117SW,11/17/20,WT3,2,639,24,12,48,3,6,0
DF20201117SW,11/17/20,WT3,3,677,25,13,39,3,0,0
DF20201117SW,11/17/20,WT4,1,1137,208,27,44,3,1,0
DF20201117SW,11/17/20,WT4,2,1118,558,49,50,2,0,0
DF20201117SW,11/17/20,WT4,3,1278,883,77,31,2,0,0
DF20201117SW,11/17/20,WT5,1,1525,409,72,99,5,0,90
DF20201117SW,11/17/20,WT5,2,1906,257,77,98,5,7,120
DF20201117SW,11/17/20,WT5,3,1501,342,89,105,5,0,115
DG20201117SW,11/17/20,DP,1,885,128,109,142,30,40,10
DG20201117SW,11/17/20,DP,2,959,86,84,127,30,38,10
DG20201117SW,11/17/20,DP,3,955,108,96,116,29,42,25
DG20201117SW,11/17/20,SP,1,756,287,42,104,26,8,70
DG20201117SW,11/17/20,SP,2,710,219,37,68,30,8,65
DG20201117SW,11/17/20,SP,3,728,362,52,120,28,12,60
DG20201117SW,11/17/20,UP,1,698,279,37,126,17,16,0
DG20201117SW,11/17/20,UP,2,678,163,28,61,17,15,0
DG20201117SW,11/17/20,UP,3,681,393,42,61,17,15,0
DF20201202SW,12/2/20,AN0,1,791,341,66,43,1,8,0
DF20201202SW,12/2/20,AN0,2,724,347,72,47,2,8,0
DF20201202SW,12/2/20,AN0,3,794,349,87,41,2,9,0
DF20201202SW,12/2/20,AN2,1,966,326,54,71,2,21,0
DF20201202SW,12/2/20,AN2,2,881,322,65,72,2,0,0
DF20201202SW,12/2/20,AN2,3,833,324,56,74,3,23,0
DF20201202SW,12/2/20,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20201202SW,12/2/20,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20201202SW,12/2/20,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20201202SW,12/2/20,AN4,1,1210,342,29,70,3,15,0
DF20201202SW,12/2/20,AN4,2,1144,354,35,83,3,15,0
DF20201202SW,12/2/20,AN4,3,1099,363,32,71,4,21,0
DF20201202SW,12/2/20,AN5,1,848,273,34,72,5,19,0
DF20201202SW,12/2/20,AN5,2,827,277,37,75,5,20,0
DF20201202SW,12/2/20,AN5,3,803,291,35,75,5,18,0
DF20201202SW,12/2/20,CP1,1,1373,1156,34,343,61,0,20
DF20201202SW,12/2/20,CP1,2,1428,1154,12,364,68,0,0
DF20201202SW,12/2/20,CP1,3,1493,1143,12,336,64,0,0
DF20201202SW,12/2/20,CP2,1,277,150,10,20,4,0,0
DF20201202SW,12/2/20,CP2,2,307,111,9,20,3,0,0
DF20201202SW,12/2/20,CP2,3,359,111,18,23,3,0,0
DF20201202SW,12/2/20,CP3,1,1237,404,266,87,17,4,0
DF20201202SW,12/2/20,CP3,2,1240,405,288,84,19,8,0
DF20201202SW,12/2/20,CP3,3,1240,412,282,95,20,11,0
DF20201202SW,12/2/20,P3D,1,3544,1498,18,57,22,0,10
DF20201202SW,12/2/20,P3D,2,3674,1467,31,56,22,0,0
DF20201202SW,12/2/20,P3D,3,3510,1493,9,55,21,0,0
DF20201202SW,12/2/20,P51,1,404,0,13,54,6,0,35
DF20201202SW,12/2/20,P51,2,452,0,15,58,4,0,25
DF20201202SW,12/2/20,P51,3,408,0,8,54,5,3,15
DF20201202SW,12/2/20,P53,1,626,8,45,125,22,2,0
DF20201202SW,12/2/20,P53,2,620,6,53,146,24,9,0
DF20201202SW,12/2/20,P53,3,660,5,46,121,22,13,0
DF20201202SW,12/2/20,WT1,1,1063,695,59,72,1,10,0
DF20201202SW,12/2/20,WT1,2,1111,692,57,71,1,0,0
DF20201202SW,12/2/20,WT1,3,1025,709,60,68,1,11,0
DF20201202SW,12/2/20,WT3,1,1258,319,33,67,3,11,0
DF20201202SW,12/2/20,WT3,2,1208,308,41,75,3,18,0
DF20201202SW,12/2/20,WT3,3,1138,327,31,69,3,0,0
DF20201202SW,12/2/20,WT4,1,1079,834,66,77,1,2,0
DF20201202SW,12/2/20,WT4,2,861,847,65,79,2,5,0
DF20201202SW,12/2/20,WT4,3,854,826,56,75,1,21,0
DF20201202SW,12/2/20,WT5,1,1131,659,69,88,5,0,35
DF20201202SW,12/2/20,WT5,2,1148,654,53,84,5,14,45
DF20201202SW,12/2/20,WT5,3,1091,666,53,84,5,0,50
DG20201202SW,12/2/20,DP,1,679,216,44,154,13,31,0
DG20201202SW,12/2/20,DP,2,738,210,32,163,18,27,0
DG20201202SW,12/2/20,DP,3,685,211,29,160,16,30,0
DG20201202SW,12/2/20,SP,1,685,340,46,109,16,16,60
DG20201202SW,12/2/20,SP,2,667,337,30,106,15,14,50
DG20201202SW,12/2/20,SP,3,693,338,32,105,16,11,55
DG20201202SW,12/2/20,UP,1,600,249,19,107,19,19,0
DG20201202SW,12/2/20,UP,2,798,258,24,104,25,14,0
DG20201202SW,12/2/20,UP,3,604,255,21,97,23,15,0
DF20210204SW,2/4/21,AN0,1,1037,590,106,34,4,3,0
DF20210204SW,2/4/21,AN0,2,999,599,104,35,3,4,0
DF20210204SW,2/4/21,AN0,3,1065,571,118,35,4,1,0
DF20210204SW,2/4/21,AN2,1,792,351,69,37,2,11,0
DF20210204SW,2/4/21,AN2,2,807,343,66,38,1,0,0
DF20210204SW,2/4/21,AN2,3,843,331,69,38,1,5,0
DF20210204SW,2/4/21,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20210204SW,2/4/21,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20210204SW,2/4/21,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20210204SW,2/4/21,AN4,1,878,366,55,37,2,9,0
DF20210204SW,2/4/21,AN4,2,818,366,54,39,2,4,0
DF20210204SW,2/4/21,AN4,3,844,380,55,32,2,5,0
DF20210204SW,2/4/21,AN5,1,784,309,52,39,1,10,0
DF20210204SW,2/4/21,AN5,2,730,329,53,43,1,8,0
DF20210204SW,2/4/21,AN5,3,684,322,53,19,1,2,0
DF20210204SW,2/4/21,CP1,1,1749,1134,66,79,54,0,10
DF20210204SW,2/4/21,CP1,2,1785,1125,75,86,68,0,0
DF20210204SW,2/4/21,CP1,3,1907,1151,78,90,74,0,0
DF20210204SW,2/4/21,CP2,1,506,321,11,11,3,0,0
DF20210204SW,2/4/21,CP2,2,451,314,13,10,2,0,0
DF20210204SW,2/4/21,CP2,3,443,306,17,9,2,0,0
DF20210204SW,2/4/21,CP3,1,740,312,75,33,12,6,0
DF20210204SW,2/4/21,CP3,2,922,312,68,36,12,3,0
DF20210204SW,2/4/21,CP3,3,753,319,79,41,14,5,0
DF20210204SW,2/4/21,P3D,1,2991,1427,16,34,16,0,0
DF20210204SW,2/4/21,P3D,2,3351,1408,12,32,14,0,5
DF20210204SW,2/4/21,P3D,3,3070,1413,16,31,16,0,0
DF20210204SW,2/4/21,P51,1,493,0,28,28,4,0,0
DF20210204SW,2/4/21,P51,2,474,0,25,30,5,0,5
DF20210204SW,2/4/21,P51,3,499,0,24,37,5,24,0
DF20210204SW,2/4/21,P53,1,362,2,9,34,6,8,40
DF20210204SW,2/4/21,P53,2,385,5,14,38,7,39,20
DF20210204SW,2/4/21,P53,3,337,5,29,55,7,8,30
DF20210204SW,2/4/21,WT1,1,1280,507,113,83,4,7,0
DF20210204SW,2/4/21,WT1,2,1037,540,114,88,5,1,0
DF20210204SW,2/4/21,WT1,3,995,538,117,97,4,0,0
DF20210204SW,2/4/21,WT3,1,719,305,50,41,1,15,0
DF20210204SW,2/4/21,WT3,2,721,311,49,45,1,7,0
DF20210204SW,2/4/21,WT3,3,696,313,49,42,1,0,0
DF20210204SW,2/4/21,WT4,1,1027,638,106,74,1,4,0
DF20210204SW,2/4/21,WT4,2,1000,638,104,77,1,7,5
DF20210204SW,2/4/21,WT4,3,1023,647,107,76,2,0,0
DF20210204SW,2/4/21,WT5,1,1025,589,100,70,1,0,0
DF20210204SW,2/4/21,WT5,2,956,596,92,73,2,4,0
DF20210204SW,2/4/21,WT5,3,961,586,87,71,2,0,0
DG20210204SW,2/4/21,DP,1,789,321,16,52,49,8,0
DG20210204SW,2/4/21,DP,2,774,344,25,6,46,11,0
DG20210204SW,2/4/21,DP,3,768,344,28,8,45,0,0
DG20210204SW,2/4/21,SP,1,NA,NA,NA,NA,NA,NA,NA
DG20210204SW,2/4/21,SP,2,NA,NA,NA,NA,NA,NA,NA
DG20210204SW,2/4/21,SP,3,NA,NA,NA,NA,NA,NA,NA
DG20210204SW,2/4/21,UP,1,1062,474,31,8,15,14,0
DG20210204SW,2/4/21,UP,2,852,482,31,15,16,13,0
DG20210204SW,2/4/21,UP,3,784,515,36,7,17,0,0
DF20210311SW,3/11/21,AN0,1,801,455,58,1,4,5,0
DF20210311SW,3/11/21,AN0,2,773,478,55,6,3,4,0
DF20210311SW,3/11/21,AN0,3,987,477,72,2,3,4,0
DF20210311SW,3/11/21,AN2,1,444,149,36,2,1,6,0
DF20210311SW,3/11/21,AN2,2,444,159,34,2,2,0,0
DF20210311SW,3/11/21,AN2,3,440,164,35,1,3,8,0
DF20210311SW,3/11/21,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20210311SW,3/11/21,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20210311SW,3/11/21,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20210311SW,3/11/21,AN4,1,482,122,15,1,2,8,0
DF20210311SW,3/11/21,AN4,2,415,138,5,2,4,5,0
DF20210311SW,3/11/21,AN4,3,428,113,13,1,1,5,0
DF20210311SW,3/11/21,AN5,1,410,53,26,2,3,9,0
DF20210311SW,3/11/21,AN5,2,391,67,32,1,4,7,0
DF20210311SW,3/11/21,AN5,3,374,55,34,4,2,4,0
DF20210311SW,3/11/21,CP1,1,1261,1059,7,80,67,0,0
DF20210311SW,3/11/21,CP1,2,1305,1090,0,72,71,0,0
DF20210311SW,3/11/21,CP1,3,1460,1084,11,71,69,0,0
DF20210311SW,3/11/21,CP2,1,542,356,1,5,5,0,0
DF20210311SW,3/11/21,CP2,2,496,371,5,6,6,0,0
DF20210311SW,3/11/21,CP2,3,517,371,0,5,5,0,0
DF20210311SW,3/11/21,CP3,1,662,174,4,6,1,6,0
DF20210311SW,3/11/21,CP3,2,684,180,3,3,5,3,0
DF20210311SW,3/11/21,CP3,3,620,177,9,6,2,4,0
DF20210311SW,3/11/21,P3D,1,3013,1373,11,3,9,0,0
DF20210311SW,3/11/21,P3D,2,2711,1387,6,2,9,0,0
DF20210311SW,3/11/21,P3D,3,2693,1410,3,3,9,0,0
DF20210311SW,3/11/21,P51,1,667,0,42,6,3,0,0
DF20210311SW,3/11/21,P51,2,540,0,33,10,3,0,0
DF20210311SW,3/11/21,P51,3,567,0,0,12,3,2,0
DF20210311SW,3/11/21,P53,1,696,0,58,89,11,8,0
DF20210311SW,3/11/21,P53,2,658,0,66,88,12,3,0
DF20210311SW,3/11/21,P53,3,637,0,62,62,12,0,0
DF20210311SW,3/11/21,WT1,1,654,357,41,2,3,6,0
DF20210311SW,3/11/21,WT1,2,653,386,37,2,5,1,0
DF20210311SW,3/11/21,WT1,3,650,376,38,6,3,4,15
DF20210311SW,3/11/21,WT3,1,339,42,11,12,1,9,0
DF20210311SW,3/11/21,WT3,2,332,47,12,33,2,6,0
DF20210311SW,3/11/21,WT3,3,382,50,13,2,1,0,0
DF20210311SW,3/11/21,WT4,1,787,517,37,3,1,0,0
DF20210311SW,3/11/21,WT4,2,795,532,41,2,1,3,0
DF20210311SW,3/11/21,WT4,3,822,538,52,15,1,0,0
DF20210311SW,3/11/21,WT5,1,754,396,43,8,2,0,0
DF20210311SW,3/11/21,WT5,2,733,401,39,7,2,13,0
DF20210311SW,3/11/21,WT5,3,706,411,36,7,3,0,0
DG20210311SW,3/11/21,DP,1,710,322,0,52,3,10,0
DG20210311SW,3/11/21,DP,2,785,324,0,6,1,10,0
DG20210311SW,3/11/21,DP,3,783,308,0,7,2,10,0
DG20210311SW,3/11/21,SP,1,630,353,3,40,13,4,0
DG20210311SW,3/11/21,SP,2,564,370,0,8,11,6,0
DG20210311SW,3/11/21,SP,3,617,347,0,35,5,7,0
DG20210311SW,3/11/21,UP,1,1033,726,48,7,3,7,0
DG20210311SW,3/11/21,UP,2,1080,700,49,15,4,8,0
DG20210311SW,3/11/21,UP,3,986,671,38,7,3,8,0
DF20210406SW,4/6/21,AN0,1,738,351,54,16,2,0,0
DF20210406SW,4/6/21,AN0,2,795,365,57,17,1,0,0
DF20210406SW,4/6/21,AN0,3,778,360,57,15,1,0,0
DF20210406SW,4/6/21,AN2,1,496,72,34,25,1,0,0
DF20210406SW,4/6/21,AN2,2,509,76,33,21,1,0,0
DF20210406SW,4/6/21,AN2,3,494,75,35,21,2,6,0
DF20210406SW,4/6/21,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20210406SW,4/6/21,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20210406SW,4/6/21,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20210406SW,4/6/21,AN4,1,462,48,12,22,3,4,0
DF20210406SW,4/6/21,AN4,2,403,51,12,21,3,5,0
DF20210406SW,4/6/21,AN4,3,461,51,20,22,4,6,0
DF20210406SW,4/6/21,AN5,1,491,25,44,36,3,10,0
DF20210406SW,4/6/21,AN5,2,478,23,46,38,4,8,0
DF20210406SW,4/6/21,AN5,3,496,21,46,37,3,10,0
DF20210406SW,4/6/21,CP1,1,1411,1119,11,96,62,0,0
DF20210406SW,4/6/21,CP1,2,1466,1130,11,98,65,0,0
DF20210406SW,4/6/21,CP1,3,1370,1216,10,100,62,0,0
DF20210406SW,4/6/21,CP2,1,476,275,6,8,4,0,0
DF20210406SW,4/6/21,CP2,2,493,286,6,7,3,0,0
DF20210406SW,4/6/21,CP2,3,451,289,5,8,4,0,0
DF20210406SW,4/6/21,CP3,1,436,29,5,22,8,2,0
DF20210406SW,4/6/21,CP3,2,548,29,5,22,9,5,0
DF20210406SW,4/6/21,CP3,3,481,32,0,21,10,2,0
DF20210406SW,4/6/21,P3D,1,2903,2681,0,28,32,0,0
DF20210406SW,4/6/21,P3D,2,2988,2843,8,29,32,0,0
DF20210406SW,4/6/21,P3D,3,2975,2880,9,29,31,0,0
DF20210406SW,4/6/21,P51,1,1201,27,159,44,3,0,0
DF20210406SW,4/6/21,P51,2,1170,22,164,43,4,0,0
DF20210406SW,4/6/21,P51,3,1094,22,161,41,4,3,0
DF20210406SW,4/6/21,P53,1,1413,13,0,174,6,52,0
DF20210406SW,4/6/21,P53,2,1425,12,0,166,6,28,0
DF20210406SW,4/6/21,P53,3,1027,8,0,166,6,29,0
DF20210406SW,4/6/21,WT1,1,688,276,54,28,1,0,30
DF20210406SW,4/6/21,WT1,2,700,278,54,30,2,4,20
DF20210406SW,4/6/21,WT1,3,669,283,54,28,2,2,15
DF20210406SW,4/6/21,WT3,1,451,35,13,32,1,2,0
DF20210406SW,4/6/21,WT3,2,469,37,11,31,1,1,0
DF20210406SW,4/6/21,WT3,3,451,29,11,28,1,0,30
DF20210406SW,4/6/21,WT4,1,883,382,75,28,1,1,0
DF20210406SW,4/6/21,WT4,2,1068,393,75,26,1,0,20
DF20210406SW,4/6/21,WT4,3,998,392,77,27,1,3,15
DF20210406SW,4/6/21,WT5,1,989,294,81,43,4,0,0
DF20210406SW,4/6/21,WT5,2,902,293,80,40,6,7,0
DF20210406SW,4/6/21,WT5,3,916,293,81,39,5,0,10
DG20210406SW,4/6/21,DP,1,615,13,0,13,7,9,0
DG20210406SW,4/6/21,DP,2,595,9,0,12,6,11,0
DG20210406SW,4/6/21,DP,3,591,10,0,13,7,7,0
DG20210406SW,4/6/21,SP,1,649,177,24,20,11,24,0
DG20210406SW,4/6/21,SP,2,751,163,25,21,11,15,0
DG20210406SW,4/6/21,SP,3,602,185,27,22,12,8,0
DG20210406SW,4/6/21,UP,1,918,226,18,16,9,10,0
DG20210406SW,4/6/21,UP,2,976,249,18,16,8,8,0
DG20210406SW,4/6/21,UP,3,1007,251,34,16,9,30,0
DF20210518SW,5/18/21,AN0,1,491,137,141,50,3,4,225
DF20210518SW,5/18/21,AN0,2,439,137,139,54,3,3,5
DF20210518SW,5/18/21,AN0,3,444,141,145,65,3,5,0
DF20210518SW,5/18/21,AN2,1,1117,47,499,85,5,5,5
DF20210518SW,5/18/21,AN2,2,1023,50,509,118,5,5,15
DF20210518SW,5/18/21,AN2,3,1089,47,510,90,5,6,0
DF20210518SW,5/18/21,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20210518SW,5/18/21,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20210518SW,5/18/21,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20210518SW,5/18/21,AN4,1,1721,18,670,165,3,27,10
DF20210518SW,5/18/21,AN4,2,1713,24,692,155,5,32,15
DF20210518SW,5/18/21,AN4,3,1681,19,671,207,4,40,10
DF20210518SW,5/18/21,AN5,1,2962,19,1404,322,3,209,40
DF20210518SW,5/18/21,AN5,2,3115,20,1491,300,3,232,45
DF20210518SW,5/18/21,AN5,3,2945,18,1492,317,2,221,0
DF20210518SW,5/18/21,AS,1,971,666,143,87,15,2,75
DF20210518SW,5/18/21,AS,2,910,729,140,111,19,6,0
DF20210518SW,5/18/21,AS,3,942,662,143,94,16,2,NA
DF20210518SW,5/18/21,CP1,1,997,1101,50,140,141,0,115
DF20210518SW,5/18/21,CP1,2,984,1180,49,194,157,1,60
DF20210518SW,5/18/21,CP1,3,1022,1165,49,187,154,0,0
DF20210518SW,5/18/21,CP2,1,314,178,30,14,3,1,15
DF20210518SW,5/18/21,CP2,2,347,181,19,23,2,6,5
DF20210518SW,5/18/21,CP2,3,289,182,16,16,2,7,0
DF20210518SW,5/18/21,CP3,1,353,22,1,45,1,5,10
DF20210518SW,5/18/21,CP3,2,372,21,0,64,1,4,0
DF20210518SW,5/18/21,CP3,3,341,20,0,46,1,1,0
DF20210518SW,5/18/21,P3D,1,3991,4964,40,72,40,1,30
DF20210518SW,5/18/21,P3D,2,4095,5085,28,74,40,0,0
DF20210518SW,5/18/21,P3D,3,4192,5042,18,65,40,1,0
DF20210518SW,5/18/21,P51,1,1258,35,242,99,1,9,5
DF20210518SW,5/18/21,P51,2,1183,35,203,126,1,15,5
DF20210518SW,5/18/21,P51,3,1186,32,211,116,1,8,5
DF20210518SW,5/18/21,P53,1,1034,10,0,229,0,49,0
DF20210518SW,5/18/21,P53,2,1046,10,1,282,0,39,0
DF20210518SW,5/18/21,P53,3,1104,18,3,219,0,53,0
DF20210518SW,5/18/21,TV,1,974,848,127,141,96,6,345
DF20210518SW,5/18/21,TV,2,888,907,161,181,96,5,115
DF20210518SW,5/18/21,TV,3,956,897,109,181,98,4,NA
DF20210518SW,5/18/21,WT1,1,692,446,115,118,5,21,50
DF20210518SW,5/18/21,WT1,2,622,471,112,106,5,8,30
DF20210518SW,5/18/21,WT1,3,636,462,113,101,5,7,5
DF20210518SW,5/18/21,WT3,1,1142,19,478,38,2,11,50
DF20210518SW,5/18/21,WT3,2,1036,24,502,34,2,12,5
DF20210518SW,5/18/21,WT3,3,1176,24,585,38,2,14,5
DF20210518SW,5/18/21,WT4,1,1190,988,164,52,6,2,185
DF20210518SW,5/18/21,WT4,2,1318,1061,177,55,6,3,165
DF20210518SW,5/18/21,WT4,3,1286,1073,186,87,6,4,180
DF20210518SW,5/18/21,WT5,1,926,487,105,55,5,8,45
DF20210518SW,5/18/21,WT5,2,937,503,98,43,5,9,35
DF20210518SW,5/18/21,WT5,3,925,503,99,107,5,8,20
DG20210518SW,5/18/21,DP,1,1722,179,1064,13,15,44,75
DG20210518SW,5/18/21,DP,2,1701,194,1061,12,16,39,50
DG20210518SW,5/18/21,DP,3,1704,184,1068,13,16,45,5
DG20210518SW,5/18/21,SP,1,1060,672,305,20,57,14,200
DG20210518SW,5/18/21,SP,2,1025,679,300,21,64,20,0
DG20210518SW,5/18/21,SP,3,930,712,285,22,61,17,0
DG20210518SW,5/18/21,UP,1,666,25,13,16,2,10,10
DG20210518SW,5/18/21,UP,2,858,24,11,16,4,13,15
DG20210518SW,5/18/21,UP,3,1152,24,9,16,5,14,5
DF20210617SW,6/17/21,AN0,1,779,259,174,334,12,151,NA
DF20210617SW,6/17/21,AN0,2,777,276,176,326,13,167,NA
DF20210617SW,6/17/21,AN0,3,759,280,175,264,12,142,NA
DF20210617SW,6/17/21,AN2,1,1060,42,408,222,13,15,NA
