Tracking No.,Date,Site,Rep,Unfiltered_TN_ugL,Filtered_NOx_ugL,Filtered_NHx_ugL,Unfiltered_TP_ ugL,Filtered_OP_ugL,TSS_mgL,fecal_coliform_colonies_per100mL
DF20230518SW,5/18/23,P51,2,1446,38,374,109,43,14,NA
DF20230518SW,5/18/23,P51,3,1441,38,372,107,42,14,NA
DF20230518SW,5/18/23,P53,1,1655,27,2,198,11,44,200
DF20230518SW,5/18/23,P53,2,1717,28,1,170,12,53,243
DF20230518SW,5/18/23,P53,3,1671,28,3,166,12,57,171
DF20230518SW,5/18/23,TV,1,951,441,71,79,30,3,1714
DF20230518SW,5/18/23,TV,2,947,427,48,81,27,4,1500
DF20230518SW,5/18/23,TV,3,952,429,53,87,28,5,486
DF20230518SW,5/18/23,WT1,1,810,179,86,50,10,8,143
DF20230518SW,5/18/23,WT1,2,807,182,85,50,10,7,171
DF20230518SW,5/18/23,WT1,3,809,192,83,50,10,7,371
DF20230518SW,5/18/23,WT3,1,827,65,108,40,5,19,14
DF20230518SW,5/18/23,WT3,2,837,66,111,40,5,18,71
DF20230518SW,5/18/23,WT3,3,817,68,109,42,5,19,114
DF20230518SW,5/18/23,WT4,1,953,214,146,124,13,14,214
DF20230518SW,5/18/23,WT4,2,958,221,151,125,13,15,414
DF20230518SW,5/18/23,WT4,3,966,217,152,123,14,14,471
DF20230518SW,5/18/23,WT5,1,1130,182,267,163,16,14,529
DF20230518SW,5/18/23,WT5,2,1114,182,278,157,16,15,314
DF20230518SW,5/18/23,WT5,3,1156,211,274,169,13,15,293
DG20230518SW,5/18/23,DP,1,1052,53,337,134,34,15,114
DG20230518SW,5/18/23,DP,2,1092,55,344,206,34,13,86
DG20230518SW,5/18/23,DP,3,1096,57,344,207,34,13,143
DG20230518SW,5/18/23,SP,1,845,140,132,138,23,4,314
DG20230518SW,5/18/23,SP,2,860,145,137,141,25,4,371
DG20230518SW,5/18/23,SP,3,852,142,140,144,27,4,371
DG20230518SW,5/18/23,UP,1,1105,26,18,113,5,9,3329
DG20230518SW,5/18/23,UP,2,1159,31,21,126,6,10,29
DG20230518SW,5/18/23,UP,3,1177,32,31,123,7,11,0
DF20230613SW,6/13/23,AN0,1,604,26,92,67,17,8,1425
DF20230613SW,6/13/23,AN0,2,602,20,85,70,18,8,650
DF20230613SW,6/13/23,AN0,3,604,10,51,75,19,9,525
DF20230613SW,6/13/23,AN2,1,865,20,14,97,30,9,1875
DF20230613SW,6/13/23,AN2,2,861,18,33,104,31,8,800
DF20230613SW,6/13/23,AN2,3,863,16,23,102,32,9,925
DF20230613SW,6/13/23,AS,1,681,185,21,169,143,2,700
DF20230613SW,6/13/23,AS,2,670,140,38,165,147,1,1550
DF20230613SW,6/13/23,AS,3,690,100,35,172,146,2,675
DF20230613SW,6/13/23,CP1,1,904,1107,24,93,94,3,1975
DF20230613SW,6/13/23,CP1,2,926,1178,9,95,98,1,1350
DF20230613SW,6/13/23,CP1,3,1051,1133,14,89,98,1,825
DF20230613SW,6/13/23,CP2,1,396,19,2,9,6,3,1175
DF20230613SW,6/13/23,CP2,2,786,21,12,45,6,2,800
DF20230613SW,6/13/23,CP2,3,351,15,3,14,6,3,325
DF20230613SW,6/13/23,CP3,1,1015,6,12,98,5,13,50
DF20230613SW,6/13/23,CP3,2,962,6,12,99,5,14,50
DF20230613SW,6/13/23,CP3,3,916,5,0,100,5,13,50
DF20230613SW,6/13/23,P3D,1,4331,5546,2,121,117,4,1875
DF20230613SW,6/13/23,P3D,2,4340,5546,2,123,119,4,1125
DF20230613SW,6/13/23,P3D,3,4349,2735,6,122,120,3,800
DF20230613SW,6/13/23,P51,1,1576,8,102,166,36,13,7400
DF20230613SW,6/13/23,P51,2,1613,10,131,166,40,12,2400
DF20230613SW,6/13/23,P51,3,1614,15,183,146,39,12,350
DF20230613SW,6/13/23,P53,1,5704,6,24,613,38,128,0
DF20230613SW,6/13/23,P53,2,5603,6,21,597,39,117,450
DF20230613SW,6/13/23,P53,3,5924,5,31,648,34,113,500
DF20230613SW,6/13/23,TV,1,875,149,38,103,81,2,9050
DF20230613SW,6/13/23,TV,2,844,263,38,105,87,2,4625
DF20230613SW,6/13/23,TV,3,845,520,63,109,86,3,1425
DF20230613SW,6/13/23,WT1,1,554,152,30,69,41,5,6475
DF20230613SW,6/13/23,WT1,2,544,152,34,75,46,5,1775
DF20230613SW,6/13/23,WT1,3,537,152,23,70,43,5,700
DF20230613SW,6/13/23,WT3,1,1029,5,207,100,42,7,500
DF20230613SW,6/13/23,WT3,2,1035,5,219,97,49,6,325
DF20230613SW,6/13/23,WT3,3,1072,12,223,104,47,7,300
DF20230613SW,6/13/23,WT4,1,906,96,152,123,67,5,2050
DF20230613SW,6/13/23,WT4,2,842,99,157,115,69,5,1175
DF20230613SW,6/13/23,WT4,3,874,93,148,114,74,5,625
DF20230613SW,6/13/23,WT5,1,1000,33,78,157,42,12,300
DF20230613SW,6/13/23,WT5,2,980,53,134,159,18,11,400
DF20230613SW,6/13/23,WT5,3,968,60,117,153,15,12,275
DG20230613SW,6/13/23,DP,1,834,102,88,130,2,22,575
DG20230613SW,6/13/23,DP,2,869,103,83,152,3,19,625
DG20230613SW,6/13/23,DP,3,842,103,99,141,4,17,550
DG20230613SW,6/13/23,SP,1,616,162,86,83,20,4,100
DG20230613SW,6/13/23,SP,2,614,181,85,87,21,3,4975
DG20230613SW,6/13/23,SP,3,629,182,78,48,22,4,600
DG20230613SW,6/13/23,UP,1,518,26,27,78,6,5,25
DG20230613SW,6/13/23,UP,2,529,25,31,57,6,4,75
DG20230613SW,6/13/23,UP,3,539,25,31,57,6,4,25
DF20230710SW,7/10/23,AN0,1,1128,447,33,95,27,11,0
DF20230710SW,7/10/23,AN0,2,1132,422,26,98,24,15,12550
DF20230710SW,7/10/23,AN0,3,1104,425,39,89,27,13,6400
DF20230710SW,7/10/23,AN2,1,850,288,13,134,15,42,39100
DF20230710SW,7/10/23,AN2,2,853,281,16,171,15,43,15250
DF20230710SW,7/10/23,AN2,3,842,283,19,180,15,40,11500
DF20230710SW,7/10/23,AN4,1,783,236,33,158,17,38,0
DF20230710SW,7/10/23,AN4,2,792,237,31,161,17,38,7300
DF20230710SW,7/10/23,AN4,3,781,237,27,157,18,40,5700
DF20230710SW,7/10/23,AN5,1,881,63,241,132,6,22,5350
DF20230710SW,7/10/23,AN5,2,869,68,230,135,5,45,3250
DF20230710SW,7/10/23,AN5,3,915,66,271,142,6,94,750
DF20230710SW,7/10/23,AS,1,930,557,42,134,63,9,32400
DF20230710SW,7/10/23,AS,2,931,573,29,134,53,10,17800
DF20230710SW,7/10/23,AS,3,928,522,48,137,62,10,6400
DF20230710SW,7/10/23,CP1,1,755,534,197,280,210,16,0
DF20230710SW,7/10/23,CP1,2,780,466,202,281,217,36,0
DF20230710SW,7/10/23,CP1,3,795,522,192,292,217,10,0
DF20230710SW,7/10/23,CP2,1,789,536,13,30,9,4,7250
DF20230710SW,7/10/23,CP2,2,798,587,30,28,8,4,5950
DF20230710SW,7/10/23,CP2,3,796,591,18,28,7,3,2150
DF20230710SW,7/10/23,CP3,1,933,175,287,69,21,3,12550
DF20230710SW,7/10/23,CP3,2,929,167,294,76,23,5,400
DF20230710SW,7/10/23,CP3,3,864,165,296,75,23,5,700
DF20230710SW,7/10/23,P3D,1,4645,4750,13,150,106,11,12350
DF20230710SW,7/10/23,P3D,2,4691,4380,24,146,109,10,3650
DF20230710SW,7/10/23,P3D,3,4688,4894,15,141,111,10,0
DF20230710SW,7/10/23,P51,1,730,100,75,63,13,19,54150
DF20230710SW,7/10/23,P51,2,705,87,78,63,13,17,4950
DF20230710SW,7/10/23,P51,3,700,91,78,64,12,17,1800
DF20230710SW,7/10/23,P53,1,1025,56,11,150,13,36,0
DF20230710SW,7/10/23,P53,2,1051,57,20,151,20,36,15550
DF20230710SW,7/10/23,P53,3,1028,62,15,146,16,36,7800
DF20230710SW,7/10/23,TV,1,1019,495,63,118,54,9,18150
DF20230710SW,7/10/23,TV,2,1031,528,59,119,48,9,14950
DF20230710SW,7/10/23,TV,3,1025,508,50,124,50,9,4700
DF20230710SW,7/10/23,WT1,1,858,243,84,134,10,14,2600
DF20230710SW,7/10/23,WT1,2,853,240,84,134,10,15,2550
DF20230710SW,7/10/23,WT1,3,847,249,79,133,11,14,11300
DF20230710SW,7/10/23,WT3,1,757,256,45,145,13,37,39850
DF20230710SW,7/10/23,WT3,2,765,234,43,146,12,30,4100
DF20230710SW,7/10/23,WT3,3,749,239,42,141,11,29,14950
DF20230710SW,7/10/23,WT4,1,1174,515,78,155,23,16,2700
DF20230710SW,7/10/23,WT4,2,1166,560,75,156,23,16,23750
DF20230710SW,7/10/23,WT4,3,1170,539,77,153,24,17,11050
DF20230710SW,7/10/23,WT5,1,1174,596,150,189,29,26,2300
DF20230710SW,7/10/23,WT5,2,1162,448,153,185,31,25,8750
DF20230710SW,7/10/23,WT5,3,1162,433,146,189,32,26,3200
DG20230710SW,7/10/23,DP,1,743,93,58,190,12,30,15900
DG20230710SW,7/10/23,DP,2,743,92,65,200,13,33,10500
DG20230710SW,7/10/23,DP,3,737,95,58,196,13,33,7350
DG20230710SW,7/10/23,SP,1,805,163,99,172,22,19,14300
DG20230710SW,7/10/23,SP,2,827,163,104,179,25,19,8750
DG20230710SW,7/10/23,SP,3,802,167,93,172,27,19,12100
DG20230710SW,7/10/23,UP,1,573,158,36,92,15,9,2000
DG20230710SW,7/10/23,UP,2,581,163,35,95,15,9,41350
DG20230710SW,7/10/23,UP,3,596,156,39,94,22,9,14050
DF20230814SW,8/14/23,AN0,1,563,97,32,129,32,8,2000
DF20230814SW,8/14/23,AN0,2,535,83,42,118,32,9,2200
DF20230814SW,8/14/23,AN0,3,577,88,27,109,31,10,NA
DF20230814SW,8/14/23,AN2,1,719,156,121,99,34,7,100
DF20230814SW,8/14/23,AN2,2,709,151,138,107,29,6,100
DF20230814SW,8/14/23,AN2,3,750,149,139,122,32,5,NA
DF20230814SW,8/14/23,AN4,1,873,69,319,95,13,8,800
DF20230814SW,8/14/23,AN4,2,907,54,277,117,12,25,1500
DF20230814SW,8/14/23,AN4,3,892,62,305,112,13,23,NA
DF20230814SW,8/14/23,AS,1,660,349,7,274,193,4,400
DF20230814SW,8/14/23,AS,2,883,343,6,276,204,2,1000
DF20230814SW,8/14/23,AS,3,585,330,14,280,198,4,NA
DF20230814SW,8/14/23,CP1,1,479,362,14,61,37,1,4200
DF20230814SW,8/14/23,CP1,2,437,378,0,67,37,1,3400
DF20230814SW,8/14/23,CP1,3,451,367,0,64,38,2,NA
DF20230814SW,8/14/23,CP2,1,286,87,5,20,3,2,4900
DF20230814SW,8/14/23,CP2,2,257,92,5,20,3,3,1000
DF20230814SW,8/14/23,CP2,3,276,95,4,19,3,1,NA
DF20230814SW,8/14/23,CP3,1,676,163,111,78,18,4,0
DF20230814SW,8/14/23,CP3,2,687,161,111,76,20,3,NA
DF20230814SW,8/14/23,CP3,3,700,159,118,79,19,3,NA
DF20230814SW,8/14/23,P3D,1,27283,26267,79,153,109,3,4700
DF20230814SW,8/14/23,P3D,2,24947,24485,82,147,114,2,NA
DF20230814SW,8/14/23,P3D,3,21077,27070,80,149,114,3,NA
DF20230814SW,8/14/23,P51,1,783,50,0,119,4,13,0
DF20230814SW,8/14/23,P51,2,712,28,8,153,15,15,NA
DF20230814SW,8/14/23,P51,3,720,28,13,107,2,13,NA
DF20230814SW,8/14/23,P53,1,833,23,10,176,8,19,900
DF20230814SW,8/14/23,P53,2,796,27,4,229,8,34,NA
DF20230814SW,8/14/23,P53,3,830,21,5,214,8,39,NA
DF20230814SW,8/14/23,TV,1,765,498,36,126,69,1,4500
DF20230814SW,8/14/23,TV,2,769,576,30,142,72,2,NA
DF20230814SW,8/14/23,TV,3,759,504,32,142,81,2,NA
DF20230814SW,8/14/23,WT1,1,552,182,53,130,37,3,1500
DF20230814SW,8/14/23,WT1,2,578,180,56,163,39,4,NA
DF20230814SW,8/14/23,WT1,3,580,180,44,142,39,3,NA
DF20230814SW,8/14/23,WT3,1,636,42,161,103,6,12,500
DF20230814SW,8/14/23,WT3,2,636,52,157,114,9,12,NA
DF20230814SW,8/14/23,WT3,3,656,66,129,116,8,12,NA
DF20230814SW,8/14/23,WT4,1,1618,1420,181,120,13,6,100
DF20230814SW,8/14/23,WT4,2,1735,1166,198,143,19,7,NA
DF20230814SW,8/14/23,WT4,3,1768,1060,198,144,8,8,NA
DF20230814SW,8/14/23,WT5,1,833,200,86,126,11,9,400
DF20230814SW,8/14/23,WT5,2,841,194,113,128,13,8,NA
DF20230814SW,8/14/23,WT5,3,815,219,90,126,11,8,NA
DG20230814SW,8/14/23,DP,1,859,20,23,175,8,19,600
DG20230814SW,8/14/23,DP,2,764,22,18,183,10,22,NA
DG20230814SW,8/14/23,DP,3,783,22,16,192,9,24,NA
DG20230814SW,8/14/23,SP,1,678,179,176,148,30,5,0
DG20230814SW,8/14/23,SP,2,649,171,164,142,37,4,NA
DG20230814SW,8/14/23,SP,3,676,172,159,153,28,4,NA
DG20230814SW,8/14/23,UP,1,346,30,14,62,6,4,100
DG20230814SW,8/14/23,UP,2,355,34,23,72,27,4,NA
DG20230814SW,8/14/23,UP,3,363,27,15,71,18,4,NA
DF20230920SW,9/20/23,AN0,1,402,82,33,64,23,5,300
DF20230920SW,9/20/23,AN0,2,384,93,34,54,21,2,200
DF20230920SW,9/20/23,AN0,3,394,90,36,49,20,3,0
DF20230920SW,9/20/23,AN2,1,634,56,118,55,18,7,0
DF20230920SW,9/20/23,AN2,2,603,66,119,85,20,9,0
DF20230920SW,9/20/23,AN2,3,608,58,121,98,20,2,0
DF20230920SW,9/20/23,AN4,1,632,43,74,147,12,14,0
DF20230920SW,9/20/23,AN4,2,636,40,65,145,9,13,0
DF20230920SW,9/20/23,AN4,3,672,41,67,152,20,11,0
DF20230920SW,9/20/23,AS,1,502,286,29,316,212,3,400
DF20230920SW,9/20/23,AS,2,507,248,21,324,215,2,300
DF20230920SW,9/20/23,AS,3,503,258,31,323,211,2,0
DF20230920SW,9/20/23,CP1,1,1170,716,9,87,66,4,0
DF20230920SW,9/20/23,CP1,2,1095,892,14,90,68,5,700
DF20230920SW,9/20/23,CP1,3,1171,827,6,84,69,2,100
DF20230920SW,9/20/23,CP2,1,223,63,7,7,4,1,600
DF20230920SW,9/20/23,CP2,2,210,69,10,8,4,2,200
DF20230920SW,9/20/23,CP2,3,232,63,0,13,5,4,100
DF20230920SW,9/20/23,CP3,1,716,207,139,58,15,3,0
DF20230920SW,9/20/23,CP3,2,704,250,159,55,17,2,0
DF20230920SW,9/20/23,CP3,3,744,224,155,56,17,1,0
DF20230920SW,9/20/23,P3D,1,9315,7183,27,116,88,3,200
DF20230920SW,9/20/23,P3D,2,9230,7108,26,114,93,0,1900
DF20230920SW,9/20/23,P3D,3,8780,6925,23,114,92,3,200
DF20230920SW,9/20/23,P51,1,427,134,17,67,1,1,200
DF20230920SW,9/20/23,P51,2,440,134,6,71,4,4,100
DF20230920SW,9/20/23,P51,3,457,78,20,75,7,5,0
DF20230920SW,9/20/23,P53,1,599,38,5,159,3,21,200
DF20230920SW,9/20/23,P53,2,527,36,13,189,7,14,0
DF20230920SW,9/20/23,P53,3,519,44,16,164,7,23,100
DF20230920SW,9/20/23,TV,1,842,525,47,106,79,2,600
DF20230920SW,9/20/23,TV,2,830,527,54,106,79,3,1300
DF20230920SW,9/20/23,TV,3,844,507,46,103,80,3,200
DF20230920SW,9/20/23,WT1,1,512,201,35,127,33,4,700
DF20230920SW,9/20/23,WT1,2,497,200,42,125,40,3,300
DF20230920SW,9/20/23,WT1,3,512,199,38,127,37,3,0
DF20230920SW,9/20/23,WT3,1,543,44,33,106,5,25,300
DF20230920SW,9/20/23,WT3,2,517,47,24,113,7,10,300
DF20230920SW,9/20/23,WT3,3,508,57,26,115,7,12,0
DF20230920SW,9/20/23,WT4,1,736,151,190,166,7,6,900
DF20230920SW,9/20/23,WT4,2,686,162,200,172,11,7,700
DF20230920SW,9/20/23,WT4,3,735,169,209,182,10,7,0
DF20230920SW,9/20/23,WT5,1,706,217,118,108,14,9,100
DF20230920SW,9/20/23,WT5,2,692,225,105,111,14,8,300
DF20230920SW,9/20/23,WT5,3,702,226,96,113,18,8,200
DG20230920SW,9/20/23,DP,1,633,34,4,159,7,25,1000
DG20230920SW,9/20/23,DP,2,670,29,3,167,7,25,700
DG20230920SW,9/20/23,DP,3,650,32,0,177,7,20,700
DG20230920SW,9/20/23,SP,1,705,179,82,86,20,2,800
DG20230920SW,9/20/23,SP,2,706,192,67,90,22,3,500
DG20230920SW,9/20/23,SP,3,742,225,57,90,26,5,800
DG20230920SW,9/20/23,UP,1,462,103,50,54,5,3,600
DG20230920SW,9/20/23,UP,2,491,97,36,58,11,4,100
DG20230920SW,9/20/23,UP,3,470,100,47,51,21,2,1100
DF20231018SW,10/18/23,AN0,1,700,289,22,70,21,2,420
DF20231018SW,10/18/23,AN0,2,691,267,10,61,21,2,400
DF20231018SW,10/18/23,AN0,3,702,269,9,64,22,1,300
DF20231018SW,10/18/23,AN2,1,540,110,52,90,20,5,400
DF20231018SW,10/18/23,AN2,2,534,112,55,95,21,4,240
DF20231018SW,10/18/23,AN2,3,551,181,54,100,23,5,2580
DF20231018SW,10/18/23,AN4,1,591,102,0,180,11,25,740
DF20231018SW,10/18/23,AN4,2,601,98,0,179,11,29,1200
DF20231018SW,10/18/23,AN4,3,597,95,0,222,10,44,1060
DF20231018SW,10/18/23,AS,1,826,728,16,249,184,1,2220
DF20231018SW,10/18/23,AS,2,828,720,22,219,185,1,2320
DF20231018SW,10/18/23,AS,3,812,720,23,252,183,2,1340
DF20231018SW,10/18/23,CP1,1,1139,1143,13,98,62,1,3520
DF20231018SW,10/18/23,CP1,2,1141,1198,13,95,65,2,4500
DF20231018SW,10/18/23,CP1,3,1143,1181,12,95,65,2,3920
DF20231018SW,10/18/23,CP2,1,188,119,8,15,2,3,960
DF20231018SW,10/18/23,CP2,2,177,114,10,15,7,3,1080
DF20231018SW,10/18/23,CP2,3,167,109,15,15,7,1,1480
DF20231018SW,10/18/23,CP3,1,686,231,120,89,11,4,660
DF20231018SW,10/18/23,CP3,2,690,234,125,86,11,3,1060
DF20231018SW,10/18/23,CP3,3,680,223,118,81,12,3,700
DF20231018SW,10/18/23,P3D,1,5823,5477,23,169,123,3,1360
DF20231018SW,10/18/23,P3D,2,5672,5547,22,156,128,2,2400
DF20231018SW,10/18/23,P3D,3,5549,5673,22,164,128,1,4740
DF20231018SW,10/18/23,P51,1,570,104,10,81,7,6,3980
DF20231018SW,10/18/23,P51,2,572,80,5,97,6,4,3700
DF20231018SW,10/18/23,P51,3,569,79,11,98,6,29,1360
DF20231018SW,10/18/23,P53,1,1282,78,17,149,3,27,1520
DF20231018SW,10/18/23,P53,2,1014,77,11,152,3,28,1280
DF20231018SW,10/18/23,P53,3,1065,76,15,175,4,76,7040
DF20231018SW,10/18/23,TV,1,950,744,49,89,33,3,1840
DF20231018SW,10/18/23,TV,2,965,761,48,87,34,2,1700
DF20231018SW,10/18/23,TV,3,970,769,49,99,33,2,2720
DF20231018SW,10/18/23,WT1,1,551,323,67,106,20,2,2420
DF20231018SW,10/18/23,WT1,2,539,327,77,117,29,3,1820
DF20231018SW,10/18/23,WT1,3,545,331,60,116,17,2,1440
DF20231018SW,10/18/23,WT3,1,443,79,21,104,9,14,860
DF20231018SW,10/18/23,WT3,2,438,81,13,107,10,11,680
DF20231018SW,10/18/23,WT3,3,446,80,15,107,8,16,680
DF20231018SW,10/18/23,WT4,1,973,461,133,108,3,5,180
DF20231018SW,10/18/23,WT4,2,963,456,145,119,7,21,140
DF20231018SW,10/18/23,WT4,3,956,458,137,116,7,4,160
DF20231018SW,10/18/23,WT5,1,782,335,123,109,11,9,220
DF20231018SW,10/18/23,WT5,2,789,337,120,108,8,9,540
DF20231018SW,10/18/23,WT5,3,782,340,124,107,10,9,740
DG20231018SW,10/18/23,DP,1,620,162,14,136,1,27,220
DG20231018SW,10/18/23,DP,2,585,155,11,140,1,25,4440
DG20231018SW,10/18/23,DP,3,552,162,15,143,1,22,1380
DG20231018SW,10/18/23,SP,1,680,418,68,78,22,2,1660
DG20231018SW,10/18/23,SP,2,673,423,66,76,22,3,2340
DG20231018SW,10/18/23,SP,3,666,416,58,71,24,4,1520
DG20231018SW,10/18/23,UP,1,458,206,46,76,6,6,15160
DG20231018SW,10/18/23,UP,2,457,207,48,79,6,5,15000
DG20231018SW,10/18/23,UP,3,446,204,47,81,6,6,15740
DF20231115SW,11/15/23,AN2,1,669,30,20,170,15,10,120
DF20231115SW,11/15/23,AN2,2,653,19,11,166,17,10,100
DF20231115SW,11/15/23,AN2,3,659,24,10,187,18,6,140
DF20231115SW,11/15/23,AS,1,502,320,11,319,272,1,40
DF20231115SW,11/15/23,AS,2,493,313,37,318,274,2,120
DF20231115SW,11/15/23,AS,3,503,314,34,316,272,2,180
DF20231115SW,11/15/23,CP1,1,699,614,16,114,81,5,820
DF20231115SW,11/15/23,CP1,2,697,602,18,121,88,10,660
DF20231115SW,11/15/23,CP1,3,699,626,10,120,87,15,760
DF20231115SW,11/15/23,CP2,1,266,27,7,12,8,7,120
DF20231115SW,11/15/23,CP2,2,258,24,5,10,6,6,40
DF20231115SW,11/15/23,CP2,3,277,26,2,13,5,4,140
DF20231115SW,11/15/23,CP3,1,800,259,141,45,11,2,20
DF20231115SW,11/15/23,CP3,2,789,272,162,42,10,2,20
DF20231115SW,11/15/23,CP3,3,788,271,156,43,9,3,20
DF20231115SW,11/15/23,P3D,1,3413,3277,20,121,94,2,740
DF20231115SW,11/15/23,P3D,2,3362,3594,16,120,101,1,860
DF20231115SW,11/15/23,P3D,3,3317,2837,18,122,113,4,940
DF20231115SW,11/15/23,P51,1,919,36,9,55,4,2,20
DF20231115SW,11/15/23,P51,2,915,25,10,60,4,4,40
DF20231115SW,11/15/23,P51,3,1046,21,10,68,3,2,40
DF20231115SW,11/15/23,P53,1,1052,49,7,217,2,23,120
DF20231115SW,11/15/23,P53,2,1087,25,7,243,4,24,80
DF20231115SW,11/15/23,P53,3,1072,44,5,228,2,24,20
DF20231115SW,11/15/23,TV,1,533,302,36,62,18,3,740
DF20231115SW,11/15/23,TV,2,538,295,31,63,18,5,560
DF20231115SW,11/15/23,TV,3,542,252,30,61,18,6,680
DF20231115SW,11/15/23,WT1,1,343,70,12,121,44,3,720
DF20231115SW,11/15/23,WT1,2,338,81,9,128,38,4,680
DF20231115SW,11/15/23,WT1,3,326,75,11,125,36,3,880
DF20231115SW,11/15/23,WT3,1,894,23,10,130,12,17,380
DF20231115SW,11/15/23,WT3,2,938,23,7,123,8,18,620
DF20231115SW,11/15/23,WT3,3,866,21,8,113,7,16,460
DF20231115SW,11/15/23,WT4,1,498,36,104,105,2,6,120
DF20231115SW,11/15/23,WT4,2,486,25,92,112,3,2,140
DF20231115SW,11/15/23,WT4,3,476,26,82,100,2,0,60
DF20231115SW,11/15/23,WT5,1,478,30,30,71,15,2,200
DF20231115SW,11/15/23,WT5,2,481,39,45,79,14,2,220
DF20231115SW,11/15/23,WT5,3,483,31,40,80,9,1,120
DG20231115SW,11/15/23,DP,1,476,17,12,60,1,14,380
DG20231115SW,11/15/23,DP,2,499,21,4,71,1,12,540
DG20231115SW,11/15/23,DP,3,473,24,10,75,1,3,640
DG20231115SW,11/15/23,SP,1,657,251,34,49,16,3,260
DG20231115SW,11/15/23,SP,2,633,260,35,47,20,3,140
DG20231115SW,11/15/23,SP,3,618,288,36,47,17,4,220
DG20231115SW,11/15/23,UP,1,475,99,28,89,16,-1,60
DG20231115SW,11/15/23,UP,2,480,89,27,87,18,5,80
DG20231115SW,11/15/23,UP,3,477,91,29,95,17,4,20
DF20231204SW,12/4/23,AN0,1,387,7,13,124,32,5,160
DF20231204SW,12/4/23,AN0,2,363,7,17,108,29,5,320
DF20231204SW,12/4/23,AN0,3,370,5,5,86,31,4,60
DF20231204SW,12/4/23,AN2,1,619,9,2,141,15,11,220
DF20231204SW,12/4/23,AN2,2,636,6,6,169,17,11,100
DF20231204SW,12/4/23,AN2,3,607,8,6,147,16,11,40
DF20231204SW,12/4/23,AN4,1,666,8,9,145,10,16,20
DF20231204SW,12/4/23,AN4,2,661,7,6,184,9,26,940
DF20231204SW,12/4/23,AN4,3,649,12,7,180,11,20,480
DF20231204SW,12/4/23,AS,1,573,76,44,311,206,7,1260
DF20231204SW,12/4/23,AS,2,575,81,51,314,211,6,1720
DF20231204SW,12/4/23,AS,3,578,68,42,315,212,6,680
DF20231204SW,12/4/23,CP1,1,716,167,22,124,78,1,1780
DF20231204SW,12/4/23,CP1,2,712,157,12,123,79,1,1640
DF20231204SW,12/4/23,CP1,3,705,165,19,126,80,1,1880
DF20231204SW,12/4/23,CP2,1,165,6,8,7,2,2,1440
DF20231204SW,12/4/23,CP2,2,180,6,8,7,2,2,1360
DF20231204SW,12/4/23,CP2,3,179,5,7,7,2,2,840
DF20231204SW,12/4/23,CP3,1,682,83,44,42,7,3,40
DF20231204SW,12/4/23,CP3,2,669,88,54,42,7,3,180
DF20231204SW,12/4/23,CP3,3,758,113,60,44,7,3,40
DF20231204SW,12/4/23,P3D,1,3206,1025,10,132,86,6,860
DF20231204SW,12/4/23,P3D,2,3175,1363,11,131,89,8,940
DF20231204SW,12/4/23,P3D,3,3128,1058,13,132,91,6,480
DF20231204SW,12/4/23,P51,1,784,17,7,130,34,7,280
DF20231204SW,12/4/23,P51,2,762,14,8,131,33,9,260
DF20231204SW,12/4/23,P51,3,768,11,21,107,35,9,360
DF20231204SW,12/4/23,P53,1,617,17,11,129,5,20,1120
DF20231204SW,12/4/23,P53,2,622,12,11,126,5,18,900
DF20231204SW,12/4/23,P53,3,691,15,7,128,5,20,1060
DF20231204SW,12/4/23,TV,1,591,95,11,51,17,1,580
DF20231204SW,12/4/23,TV,2,605,117,15,53,17,2,400
DF20231204SW,12/4/23,TV,3,595,108,23,57,17,2,300
DF20231204SW,12/4/23,WT1,1,476,44,37,126,21,2,220
DF20231204SW,12/4/23,WT1,2,470,61,38,128,22,2,320
DF20231204SW,12/4/23,WT1,3,477,68,39,124,22,2,260
DF20231204SW,12/4/23,WT3,1,578,13,20,94,3,12,140
DF20231204SW,12/4/23,WT3,2,574,6,6,91,3,15,200
DF20231204SW,12/4/23,WT3,3,583,11,5,93,3,14,140
DF20231204SW,12/4/23,WT4,1,453,77,33,98,5,3,1060
DF20231204SW,12/4/23,WT4,2,457,37,26,90,5,2,480
DF20231204SW,12/4/23,WT4,3,452,36,22,88,5,3,500
DF20231204SW,12/4/23,WT5,1,516,40,28,89,5,3,200
DF20231204SW,12/4/23,WT5,2,504,60,34,89,8,5,100
DF20231204SW,12/4/23,WT5,3,508,43,39,88,5,4,200
DG20231204SW,12/4/23,DP,1,717,73,69,92,6,10,700
DG20231204SW,12/4/23,DP,2,690,73,75,92,7,9,740
DG20231204SW,12/4/23,DP,3,698,77,79,93,6,11,820
DG20231204SW,12/4/23,SP,1,600,91,43,58,12,3,640
DG20231204SW,12/4/23,SP,2,622,121,46,58,12,3,440
DG20231204SW,12/4/23,SP,3,630,134,49,59,14,5,280
DG20231204SW,12/4/23,UP,1,544,73,19,139,50,5,480
DG20231204SW,12/4/23,UP,2,546,160,16,144,52,4,6680
DG20231204SW,12/4/23,UP,3,571,104,14,140,58,6,2220
DF20240124SW,1/24/24,AN0,1,702,187,67,30,4,3,100
DF20240124SW,1/24/24,AN0,2,670,194,55,30,4,3,40
DF20240124SW,1/24/24,AN0,3,696,215,55,32,4,2,60
DF20240124SW,1/24/24,AN2,1,593,133,75,39,6,2,0
